Lemma,Location,NR,Left,Token,Right,Variant,Meaning,Original_meaning,Metaphor,Concreteness,Century,Source,Title,Date,Author,Genre,Rhyme,Regio,Land,Register,Frequency_lemma,Century_factor,Frequency_lemma_century,Frequency_meaning,logFreq_lemma,logFreq_lemma_century,logFreq_meaning,percentage_apocope_16,percentage_apocope_17,percentage_apocope_18,percentage_apocope_19,percentage_apocope_20,percentage_apocope_eeuw,lag_variation,Freq_meaning_cat
mis,Amsterdam,771,"   hooren. De broeders waren dan ook niet weinig verheerlijkt met dit hoog bezoek,  bovenal zekere fra Pietro Clerichino, die zelfs den prior hard begon te vallen over  zijne terughouding en den armen Jacomo veel deed lijden door al de misnoegde  gezegden, die hij aangaande zijn vriend moest hooren en niet behoorlijk te we\xEArleggen  wist. Pietro vleide zich nog altijd den prior tot meerdere toegevendheid te zullen  brengen en beloofde zich groote voordeelen van Lorenzo's gunst; doch vergeefs.  Daar nadert wederom de hertogelijke stoet het klooster. Fra Jacomo snelt naar den  prior:  - Vader, daar komt een voornaam man! roept hij.  - Wie is het, Jacomo?  - Het is de hertog!  - Wat wil hij hier?  - Hij komt gewis ter ",misse,"!  - Welnu, laat hem zijn devotie doen.  - Maar straks zal hij waarschijnlijk weder in den tuin gaan...  Elise van Calcar, Eene star in den nacht (2 delen)   126  - Het is wel! - antwoordde Savonarola zoo nadrukkelijk dat fra Jacomo zich  teleurgesteld op zijn post begaf. Weinige oogenblikken later verscheen inderdaad de  hertog met aanzienlijk gevolg van wereldlijke en geestelijke heeren. Pietro en de  zijnen putten zich uit in beleefde voorkomendheid en zorgelijke gedienstigheid.  Lorenzo's oog zocht overal rond - vergeefs!  - Is het wel met den prior? Voelt hij zich gelukkig te Florence?... Is er ook het een  of ander waarmede ik den waardigen vader of de broeders te hulp kan komen? -  vroeg Lorenzo op innemenden toon.  Pietro stelde zich vooraan en ",sjwa,misviering,original,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Calcar.txt,eene_star_in_den_nacht,1861,Calcar,fiction,no_rhyme,Holland,NL,written,190,19,51,50,2.278753601,1.707570176,1.698970004,0,0,0.6,0.843137255,0.958333333,0.843137255,0.6,most_frequent
mis,Antwerpen,698,"  sult ghy-lieden dan met Godes zegen naer middach  als gy de klocken sult hooren luyden, hier buyten de Kercke comen, alwaer ick u na  de oude gewoonte een predicatie doen sal, ende ghy-lieden sult het Crucefix kussen,  ende noch meer, om dat ick u allegaeder seer devoot tot mijn Heer S. Anthonis  bekenne, sal ic u uyt een sonderlinghe gratie eene over-heylige Reliquie vertoonen,  die ick selver wel eertijdts uyt het heylighe Landt van over Zee ghebrocht hebbe, te  weten, eene vande pluymen vanden Enghel Gabriel, die in des Magets Maria camer  bleef, als hy haer de bootschap in Nazareth quam doen. Ende dit gheseyt hebbende,  zweech hy stil, en is gekeert om de ",Misse," uyt te hooren. Nu alsoo hy allen dese seer  fraeye dinghen verhaelde, waerender onder veel andere   Gerrit Hendricksz. van Breughel, De tweede vijftigh lustige historien ofte nieuwigheden Johannis Boccatij     R3v   die inde Kercke waeren, twee goede gesellen gheslepen ende loos, d'een ghenoemt  Jan de Bragoniere, ende d'ander Blasius Hissin: Welcke nae datse onder hun met  broer Amijns relique gelacchen hadden (al wast soo datse sijn seer goede vrienden,  ende van sijn geselschap waren) voorgenomen hebben tusschen hun beyden een parte  over dese pluyme te spelen, ende vernomen hebbende dat Broer Amyn dien morghen  op het Slot met eenighe sijner Vrienden te gaste soude gaen, soo haest als hy gheseten  was, zijnse nederwaerts op straete ",sjwa,misviering,original,no,abstract,17,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1600-1700/1600-1700/Fictional prose/Van Breughel.txt,johannis_boccatij_2,1644,Van Breughel,fiction,rhyme,Brabant,BE,written,190,17,15,14,2.278753601,1.176091259,1.146128036,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,NA,615,  en ghelooft. Daeromme wt de liefde die ick tuwart draghe/ vermane ick u/ dat ghy ten minsten nu beghint u seluen daer in ongelijck te syne. Ghy siet dat ghy tot deser tijt toe niet of luttel gheprofiteert hebt/ soo ist dan van noode dat ghy een ander maniere annimt: noch de sake/ noch dese tijden en verdraghen gheen traghe raden. U en is niet onbekent/ dincke ick/ dat den teghenwoordigen staet vander Kercke verre gheweken is vande suuerheit der ouder Kercken: datter in de forme van de leeringe/ in de wtwendighe ceremonien/ ende aldermeest inde straffe of dicipline gheen cleyne afwijckinghe ende veranderinghe ghebeurt en is: dat oock eenighe abusen in vele saken/ ende sonderlinge inde ,Misse, selue/ daer af nu den principalen strijt is/ by lanckheyt van tijden inghecropen zijn. Ghy weet dat de Missen van S. Basilius/ Chrysostomus/  #  ende andere oude/ die ghy ten rechten soo seere prijst/ geweest zijn helige werckingen/ inde welcke wt de insettinghe des Heeren/ broot   #  Definitie van der Missen.     [fol. 97v]  ende wijn/ deur de woorden Christi/ ende aenroepinge des Goddelicken naems/ ghehelicht wierden/ ende den gheloouighen bedeelt/ met vele bedinghen/ die de ouersten der kercken totte weerdighe nuttinghe der sacramenten daer toe ghevoecht hebben. Waeromme en roept ghy dan nu niet/ dat onse Misse den ouden Missen onghelijck zijnde/ naer de oude forme/ leeste/ ende reghele ghecorrigiert: ende dat daer in tghebruyck van den sacramente des ,sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/golt1569.txt,historie_van_cornelis_adriaensen,1569,Anoniem10,non_fiction,no_rhyme,NA,NA,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,NA,648,  hier de tijdinghe al subijt comt/ dat de Guesen nu deur geheel Westvlaenderen alle de beelden/ alle de outaren/ alle de sacramentshuysekens en alle de orgelen in sticken en in brijselingen slaen/ en al wt de kercken worpen: ba so siet/ ba smijt den bruy en den bras al te bersten/ so hebt ghy terstont gedaen. ou/ ba/ so sijt ghy daer ghy wesen wilt: ba/ so hebt ghijt terstont daer ghijt gheerne hat: ba so siet/ commes af: ba maecter een eynde af: ou/ so hebt ghy eens ghedaen werck: ba vrij als mannen: ba dat zijn Guesen: ba tjan/ wilt ghyder alsoo met toe gaen/ so mogen wij Catholijcken wel op houden van preken/ van ,Misse, te doen/ ia van alle Godsdiensten: ba so siet/ toocht eens te recht dat ghijt meent. Iesus/ Iesus/ wat een bystere dingen/ wat een afgryselicke dingen zijn ditte. Ou/ ba/ goeliens/ nu siet ghy emmers wel merckelick dat dese Caluinisten/ dese Guesen/ gheen Kerstenen en zijn: ba/ ic wil noch swijgen van gheen Kerstenen: ba/ sij zijn dusentmael arger/ snooder/ en booser dan Ioden/ Turcken/ Sarasienen en ongheloouige Heydenen: want sij zijn eens Kerstenen geweest/ en zijn nu openbare Gods gesworen vianden/ ia en ooc dootvianden van alle Gods heligen en van al dat Godt aengaet/ of dat Godt nae of by staet: ba/ sij zijn   #  Alsmen de beelden in de Nederlanden begonste af te werpen en ,sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/golt1569.txt,historie_van_cornelis_adriaensen,1569,Anoniem10,non_fiction,no_rhyme,NA,NA,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,Nevele,708,"  noch verlangen, maar met dankbaren weemoed en stille  bewondering. Zijn beeld stond in haar geheugen als dat van een heiligen man; daar  zou het onveranderd blijven, - niets dan zijn beeld - want het was niet waarschijnlijk,  dat zij hem nog ooit wederzien zou. Zij vermoedde niet, dat er aldra een uur moest  komen, een uur van medelij, van angst en nood, waarop zij zelve hem zou gaan  opzoeken\x85  Mijnheer de pastoor had zijnen dienst in de kerk hernomen: hij hoorde biecht en  deed mis; hij hinkte nog wat, en moest zich in acht nemen, had de dokter gezegd, de  tijd zou het slijten. Op den predikstoel kon hij nog niet klimmen.  Hij hield er aan zelf de ",mis," van den Heiligen Geest te zingen om den zegen des  hemels over de nieuwe  Virginie Loveling, Sophie   252  school te doen nederdalen. De leerlingen waren in het huis van mijnheer Teeuwis  opgeschreven. Zij waren - dank aan de ongehoorde pogingen der geestelijken, talrijker  dan ooit - allen, twee voor twee in eene lange rij, gevolgd door den onderwijzer, de  kerk binnengekomen, waar in een grooten teerling stoelen voor hen gereed stonden.  De jonge van Rijne had sluike blonde haren, waarvan eene bles naar voren op de  slapen gekamd was; hij hield de blikken ten gronde geslagen, den hals gebogen,  zoodat het hoofd vooruitkwam. Hij droeg eene witte das en een zwarten frak. Zijne  schouders waren smal, zijne handen hingen neder.  ",apocope,misviering,original,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Loveling.txt,sophie,1885,Loveling,fiction,no_rhyme,Vlaanderen,BE,written,190,19,51,50,2.278753601,1.707570176,1.698970004,0,0,0.6,0.843137255,0.958333333,0.843137255,0.6,most_frequent
mis,Antwerpen,647,"  maer 15 maenden gelts woude geven, seggende dat den conick uyt Spaengien sulcx gescreven hadde (45). Ende op den elsten nacht gesciede 't dat sy scietende over de wallen na gewemel, +Nieuwen tier, nieuwen eedt, nieuw galge op de Merckt. dat sy in een weye sagen vyf scoonder peerden scoten, daeraf+ de 2 terstont sturven. Ende die peerden in der stat behoorende ende clagende, overdroegen dat elcken soldaet van syn betalinge eenen real sou geven en so de peerden betalen. Ende op den 12 dach stichten sy tot Antwerpen eenen outaer op de Merckt tegen het westen en oock een groote galge ende swoeren nieuwelycx wederom malcanderen niet te sceyden, sy en waeren ten vollen betaelt en dwongen haer veltpapen daer ",misse," te doen, hoewel onse papen daer seer teghen waeren. +De meeste menichte Walen uyt 't landt van ter Goes na Bosche om leeger teghen Oraengien te slaen. + Item ontrent den 12 dach Meye quamen buyten Antwerpen vuele Walsche soldaten die van Bergen op Zoom quamen, synde uyt het landt van Ter Goes comen, daer de stat nou gesterckt was en van als versien om te houden tegen andere steden van Zeelant; maer haest trocken dese al wech naer 't Hertoghenbosche, daer men manire maeckte van leeger te slaen teghen den prinsche van Oraengien, die daer oock met vuel volcx lach en socht te beletten dat dese die naer Utrecht en Amsterdam en de Grave en Sparendam en Haerlem '",sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/(Haecht G.v.1565-1574).txt,Kroniek_van_Godevaert_van_Haecht,1570,Godevaert van Haecht,non_fiction,no_rhyme,Brabant,BE,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,NA,211,  wederom tegen Godt en tegen synen eyghen Catholijcken Coninc wilt vechten/ eylacen Conde en mach ons lieder niet schaden: ba God sal hem schenden en plagen/ veruloecken en vermalediden/ dat hy soo sal.   Den 9. Octobris als B. Cornelis in sanct Saluators kercke wederom voor tSacraments  #  outaer predicte/ dat de Misse een Oblacie/ Sacrificium/ offerhande of een opofferinghe is voor leuende ende voor dooden (te weten/ seyde hy voor die sielen die int Vagegeuier  *   zijn/ ende niet inde helle) so riep hy: ou/ waer zijnse nu/ dese Caluinisten en Lutherianen met heur duuels nachtmael/ die seggen dat de Misse een ghelapten rock is/ van seer veel diueersche lappen en leuren stamen gelapt en gebroeyt/ en datter anders geen ,Misse, en behoort noch en mach zijn/ dan heur nachtmael/ met alle die nachtmaelders: ba datse met heur    #  Teghen de Prince van Conde.  #  Teghen de gene die seggen dat de Misse een ghelapten rock is.  *  lees: Vageuier     [fol. 183r]  seluen gecken en beschijten heur/ want ou/ wat is heur duuels nachtmael anders dan seluen een gelapten rock/ daer Luther eerst een vernuften/ onreynen/ ouden/ beschimmelde lap op gheset heeft: ba daer na heefter Zwinglius zijn vuyl gepestilenside vodden op gebroyt: daer naer heefter Caluinus zijn feninige/ bescheten stront palullen op genaeyt: nu light daer Brentius noch dagelicx met zijn stinckende vodden aen en lapt en leurt: ba ic swijghe noch van Melanthon/ Swenckfelt/ de Herdoopers/ Cassander ende veel ,sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/golt1569.txt,historie_van_cornelis_adriaensen,1569,Anoniem10,non_fiction,no_rhyme,NA,NA,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,Nevele,216,"  wisselen over  dit onvoorzien onthaal.  Zij wachtten. Sophie knielde neder, Angelman bleef staan. Geene beweging was  te hooren om en voor hen heen; geen levend wezen te ontwaren; geen pastoor of  onderpastoor te zien.  Hoelang mochten zij daar reeds zitten? Geen daglicht verhelderde de ruiten; geen  uur hoorden zij slaan.  \x91Zou men ons vergeten hebben,\x92 fluisterde hij, \x91of wil men ons niet trouwen?\x92  \x91Hoe laat zou het zijn?\x92 vroeg zij even stil en beangstigd, \x91de pastoor is zeker nog  niet in de kerk.\x92  De bruidegom verschoof zijnen stoel om zijne tegenwoordigheid te doen opmerken.  Niets roerde daarginder.  Het sloeg vijf op den toren. Om half zes begon de eerste ",mis,", en de pastoor had  geweigerd eene huwelijksmis te doen. Antoon kuchte, en wachtte weder eene poos.  Eindelijk reutelde iets ter zijde van het hoogaltaar  Virginie Loveling, Sophie   464  als de koorde eener katroldeur, en eene korte, zware gestalte - mijnheer Teeuwis, die  den pastoor verving - kwam nader.  De bruidslieden bogen groetend.  Maar hij volgde zijnen weg zonder hen aan te zien. Aan den uitgang der kerk,  waar het in den schijn der lantaren wat klaarder was, bleef hij staan, terwijl de baljuw  van uit de middelbeuk op het jonge paar toeschoot met de woorden.  \x91Naar ginder, ziet ge niet, dat mijnheer de onderpastoor op u wacht.\x92  Angelman hield zich in en trad met Sophie tot dicht bij ",apocope,misviering,original,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Loveling.txt,sophie,1885,Loveling,fiction,no_rhyme,Vlaanderen,BE,written,190,19,51,50,2.278753601,1.707570176,1.698970004,0,0,0.6,0.843137255,0.958333333,0.843137255,0.6,most_frequent
mis,Amsterdam,285,"  vroeg aan den  andere, is dat jou Minne, heb jy zo een mooye Minne en kreeg tot and woord van ja.  Den eerste vroeg of hy haar aan hem wou overlaaten, dewyl zyn Minne te oud wierd?  en naar eenige debatten zo stond hy het toe, voor een Baal Cacao; en doen gongen  zy weederom aan het preevelen  Pred.  Dat is al een aardige manier van zyn Godsdienst te pleegen.  Mev.  Maar nu die St. Chacham wat had die voorzegt.  Adv.  Wel bedacht, Mevrouw; dat is wederom een Nieuwe Heyligen in den Almenak.  Koop.  Dat is al zo goed als met onze  Johan Willem Claus van Laar, Den bedrieger bedroogen   332  Meyd; die wilde s'morgens naar de ",Mis," gaan, om dat het Heyligen dag was; doch  dewyl zy de naam van den Heyligen vergeeten had, zo verzocht zy aan de knecht,  om het eens voor haar in de Almanak te zien, dewyl zy niet Leezen kan? en die  maakten haar wys, dat het St. Nebukadnesar was.  Adv.  Ook goed. Zy verhaalen onder andere, dat deezen Chacham, zo een heylig Man is  geweest; dat hy op zyn doodbedde, de Ladder Jocobs zag; daar hy ook meede ten  Heemel zou geklommen weezen; daar niemand aan behoefd te twyffelen, dewyl hy  veel zaaken voorzegd heeft, die ook zo uytgevallen zyn. Hy heefd onder andere,  deezen ouden schobbejak vervloekt, en over hem geprofiteerd, dat hy door handen  van 't ",apocope,misviering,original,no,abstract,18,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1700-1800/1700-1800/Fictional prose/Van Laar.txt,den_bedrieger_bedroogen,1737,Van Laar,fiction,no_rhyme,Holland,NL,written,190,18,10,6,2.278753601,1,0.77815125,0,0,0.6,0.843137255,0.958333333,0.6,0,most_frequent
mis,Brugge,387,"  ons onze verdiensten en waercken,   Zo hebbicker een deel. 79-1  Gheestelic bewijs.   Zo ic can maercken,   Ghy wilt u zelven rechtvaerdigh achten.   Wilt ghy den Pharizeus met ghewaercken slachten 83-4  85 En zoo een vanden rechtvaerdyghen wezen?   Och, dats al niet. Schriftuerlic troost.   Hebdy niet ghelezen:   \x91Willic my zelven rechtvaerdigh schryven,   Van mynen mondt zallic gheoordeelt blyven\x92? 88-9  90 O wat cleender troost, o wat slechter vermaen! 90  Twijffelic zin.   Zijn dan al ons ghewaercken te vergheifs ghedaen?   Zo vreezic, laes, teghen sdoods comste snel. Redelic ghevoelen.   Es schriftuere valsch? 93  Gheestelic bewijs.   Neenze, verstondt ghyze wel, 95 Maer ghy schijnter noch als de blende naer tasten. Schriftuerlic troost.   Wat heet ghy goe ghewaercken? Twijffelic zin.   Pilgremagen, vasten,   Bidden en feestelicke daghen vieren, 98    ",Messe," hooren en al zulcke mannieren, 100 Kaercken stichten, aultaren, capellen,   Voor de zanten, zantinnen kaerskins stellen,   Op dat zy ons verwachten voor thelsche refuus. 101-2  Gheestelic bewijs.   De mondt es inde kaercke, therte es thuus, 103    Wy drijncken droncke, wy vieren de daghen, 105 Wy hooren messe, wy vloucken, wy plaghen, 105    Wy stichten kaercken met ander liens goet,   Wy vesten kaerskins, wy stillen den moedt 107    Omme tanziene eens anders meszit; 108    Wy loopen tot smeikins, wy laten den smit, 109  110 Wy dienen de zanten, God stel wy bezyen. Redelic ghevoelen.   Eyst qwalick ghedaen? Schriftuerlic troost.   Hoort, mueght ghy wat lyen,   Ghy zult ghepayt werden naer u ghevough, 112-3    Want ten es alleenlic niet ghenouch 115 Kaercken stichten, maer tgheloove hauden van dien; 115    Vele lezen zonder ",sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Plays/dgs21539.txt,leffynghe,1539,Anoniem2,fiction,rhyme,Vlaanderen,BE,spoken_like,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,Antwerpen,41,"  de troebelen van 1565 tot 1574 te Antwerpen en elders 107 predickende in de Nieuwstat op vier plaetsen en de mertinisten op 2 plaetsen als in de groote scure voerseyt en S. Joris, vermaenden 't volck tot stillicheyt; en dat se niet quaets vermoeyen en souden, 't waer al in vrede gedaen(246). Also dat de papen oock wederom begonden met haer lange kleederen over strate te gaen; de Sellenbroeders oft begravers der doyen dienden elck na synen believe: die niet en begeerden, dat sy +De Sellenbroeders dienden elck na syn gesintheyt. de doyen+ met haere gewoonelycke monicxcappen droegen, so deden sy lange mantels aen, daer een lyck op geborduert stont, voer desen tyt geordineert: also werdt menigeen nou sonder pape oft ",misse," begraven, maer belesen van den predicant(247). [10 September 1566] +Kerckdieven gebannen. + Item den 10 dach Septembris werden tot Antwerpen 4 kerckdieven gebannen en in ander steden werdt er vuel gehanghen; men sach oock aen oft sy vuer de beeltstorminghe niet met dieverye besmet en syn geweest: die werden sonder genade gehanghen(248). Denselfden dach geschiede 't, dat eenen hont, die een blase aen den steert (had) gebonden vol erten en boonen, quam geloopen tot Antwerpen in de kercke, van welck +Eenen hont met een blase erten liep in de groote kercke. gerucht en naloop het volck uytter kercke liepe;+ en om die turbatie werdt hy gebannen uytter stat, die dat gedaen hadde, Maer de man quam, en verontsculdichde hem, en met getuyghen, ",sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/(Haecht G.v.1565-1574).txt,Kroniek_van_Godevaert_van_Haecht,1570,Godevaert van Haecht,non_fiction,no_rhyme,Brabant,BE,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,Antwerpen,156," , omdat sy sagen, dat vele mertinisten hem volchden in 't sermoon. Waerop hy antwoerde openbaerlyck (daer oock sommighe canonicken present waeren en ander geestelycke overheyt om hem te begrypen), als dat hy noch mertinis, noch calvinis noch swinglius, noch d\xF3ops en was, maer Godts woerdt rechtelyck sou leeren en niet laten om geestelyck noch weerlyck; maer sy hadden alreede eenen haet op hem, omdat hy het geloop hadde van den volcke. Ende de Duytsche knechten in Antwerpen, nou scier 9 maenden geweest hebbende met eenen veltpaep en wel hadde willen prediken overlanghe, maer 't en mocht hem niet gebueren, omdat de borgeren mede ten sermoon souden comen, maer nou was 't hem toegelaten, dies moest hy ",misse," doen gelyck ander papen en monicken. En den prekeeren monick, heer Kerstiaen, en was syn misse niet versmaeyende en daerom en connen sy hem niet achterhalen(41). +Hertrouwinge in de Roomsche kercke. + Item geschiede 't op sommige dorpen by Antwerpen, en tot Gendt, en in Gelderlant en souden 't geern overal so verre brenghen, als dat die buyten de Roomsche kercke getrout waeren oft gedoopt, souden hertrout en herdoopt worden. [18 Maart 1568] +Grooten sneeuws. + Item in dese maent van Meerte vielt so vuel sneeuws en sonderlinghe op den 19 en 18 Meert, dat in vele jaren desgelycx niet gesien is(42). +Vervolch en justicie. + Item deestyt was 't tot Antwerpen alle groote herberghiers bevolen, haer te provideren van haver en hoy, en ",sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/(Haecht G.v.1565-1574).txt,Kroniek_van_Godevaert_van_Haecht,1570,Godevaert van Haecht,non_fiction,no_rhyme,Brabant,BE,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,Antwerpen,617,"  Middelborch, die 't haer meynde te leveren ende laten havenen; maer was gedoyt met syne complicen tot Vlissinghe, ende oock werden de Zeelanders en Hollanders alle daghe ter zee stercker. Godevaert van Haecht, Kroniek over de troebelen van 1565 tot 1574 te Antwerpen en elders 262 [2 Augustus 1573] +De scepen varen af. + Op den tweeden dach Augustus algereet wesende om uyt te varen in als met 70 scepen, met de onweerbaer scepen die victalie voerden ende daertoe 3.000 mannen met de bootsgesellen, hoewel het voernemen van 6.000 was, maer met den twist van Haerlem en quam 't niet by. Hebbende hen ordonantie nou gemaeckt, elcke natie van soldaten, so Spaengiarden, Duytschen en Walen in besundere scepen, elck alleen ende deden als desen dach een ",misse," singhen, die alle de capiteynen hoorden. Ende +Middelertyt wordt het casteel van Rammekens overghegeven aen den prinsche van Oraengien. daer werden vier scepen met Spaengiarden bemant, daer+ cappiteyn Mondragon overste af was op het seer groot scip van Gielis Hofman. Ende voeren in sulcken ordinantie af op den 4 dach tot Lillo toe, 2 mylen van der stat. Ende op den 6 dach volchden met ander scepen noch 4 vendelen soldaten, die van Haerlem oft daerontrent quamen, en bleven de scepen daer sommige dagen ligghen, mitsdien op den sesten dach de tydinghe quam, hoedat de soldaten van Rammekens op den vierden dach Augusti dat overgelevert hadden by gebreck van poedere. Want sy waeren ondergraven en daerduer gedwongen hen over te geven ",sjwa,misviering,original,no,abstract,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/(Haecht G.v.1565-1574).txt,Kroniek_van_Godevaert_van_Haecht,1570,Godevaert van Haecht,non_fiction,no_rhyme,Brabant,BE,written,190,16,90,90,2.278753601,1.954242509,1.954242509,0,0,0.6,0.843137255,0.958333333,0,0,most_frequent
mis,Alkmaar,675,"  het  nu, maar ook eerst nu. Tot hiertoe had ze, raad nemende van de voorzigtigheid, alles  bij de oude orde gelaten, en zelve op de plaatsen, waar ze best konde, in de  vereeniging met de heimelijke gemeenten te Kuilenburg, te Woerden en elders, of  met een paar vertrouwde vrienden in haar bidvertrek, hare godsdienst gehouden;  alleen nu sinds weinige dagen de laatste kapellaan op eene ergerlijke wijze haar huis  verliet, nadat hij door zijne erger dan vrijzinnige denkwijze en slappen ijver de  Rommschgezinden had ontsticht, en de Lutheranen tot spot gestrekt, besloot ze niet  op nieuw een' Katholijk geestelijke op Lauernesse in te nemen, te meer, daar hare  bedienden, op twee na, eenparig verklaarden, niet meer ter ",mis," te zullen gaan. - Deze  twee geboren vassallen van het huis wenschten nog gaarne daarin geduld te worden,  ofschoon zich vasthoudende aan het oud geloof; maar hetzij Ottelijne zich bij hare  handelingen niet door zoo tijdige oogen wilde bespied zien, hetzij ze de  verdraagzaamheid der nieuwe Lutheranen te juist beoordeelde, om die lieden en  hunne welgemeende vroomheid er aan te wagen, zij verwijderde hen en plaatste hen  in een klein jagthuis, dat verder uit de nabuur-  A.L.G. Bosboom-Toussaint, Het huis Lauernesse    124    schap lag. Van toen af had als van zelf moeten volgen de wijziging der  Roomsch-Katholijke kapel tot een Lutheraansch bedehuis; maar de Jonkvrouw, die  het wenschte, had nog geaarzeld, tot de uitspraak van ",apocope,misviering,original,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Bosboom.txt,lauernesse,1840,Bosboom,fiction,no_rhyme,Holland,NL,written,190,19,51,50,2.278753601,1.707570176,1.698970004,0,0,0.6,0.843137255,0.958333333,0.843137255,0.6,most_frequent
mis,Nevele,384," ...  Ja, zij wist dit alles van moeder en de geestelijke dames, hare leermeesteressen.  En Eduard behoorde ook tot die partij! Maar huwelijken tusschen ongeloovigen en  godvruchtigen waren niet verboden: men had haar  Virginie Loveling, Sophie   48  voorgehouden, dat eene dochter, eene zuster of eene vrouw, die van goede catholieke  begrippen doordrongen is, een weldoenden en bekeerenden invloed op de mannen  harer omgeving uitoefenen kan, en het eene parel aan hare kroon is, als zij hen op  het rechte spoor terug weet te brengen. Dit zou zij beproeven met Eduard. Wel viel  hij uit op de geestelijken en den godsdienst, en ofschoon zij vermoedde, - wat zij  echter niet had durven onderzoeken - dat hij een zondag, als het paste, geene ",mis,"  hoorde en wellicht in de stad op vastendagen eenen biefstuk dorst eten, toch wist zij  ook, dat hij zijne Paschen hield, en zijne christelijke plichten in het algemeen  volbracht.  Trouwens, alle liberalen waren niet slecht: Jozef, haar zwager, behoorde ook niet  tot de clericalen, al was hij min hevig dan Eduard; hij stemde tegen hen, zei men, en  zie eens, hoe braaf hij was! Beter echtgenoot, liefderijker vader bestond er niet.  Men kwam haar vertellen, dat Eduard des nachts laat uitzat, dat hij dan dronken  naar huis keerde; dat hij zijn moederlijk erfdeel verkwistte; zij geloofde het niet, zij  had hem nooit dronken gezien: het was de nijd, die hem betichtte, had zij gedacht.  Moeder hield niet ",apocope,misviering,original,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Loveling.txt,sophie,1885,Loveling,fiction,no_rhyme,Vlaanderen,BE,written,190,19,51,50,2.278753601,1.707570176,1.698970004,0,0,0.6,0.843137255,0.958333333,0.843137255,0.6,most_frequent
